證券代碼	簡稱	年月日	收盤價(元)	成交量(千股)
2330   	台積電       	20130514	    87.1951	    27855
2330   	台積電       	20130515	    86.8176	    29107
2330   	台積電       	20130516	    85.6852	    45770
2330   	台積電       	20130517	    85.6852	    19316
2330   	台積電       	20130520	    86.0627	    16882
2330   	台積電       	20130521	    84.9303	    17238
2330   	台積電       	20130522	    84.5528	    34068
2330   	台積電       	20130523	    81.5331	    46874
2330   	台積電       	20130524	    82.6655	    26736
2330   	台積電       	20130527	    84.5528	    19161
2330   	台積電       	20130528	    82.6655	    22762
2330   	台積電       	20130529	    83.7979	    16781
2330   	台積電       	20130530	    83.0430	    36121
2330   	台積電       	20130531	    82.6655	    37205
2330   	台積電       	20130603	    81.1556	    35834
2330   	台積電       	20130604	    82.2880	    27476
2330   	台積電       	20130605	    82.6655	    25581
2330   	台積電       	20130606	    81.1556	    34251
2330   	台積電       	20130607	    81.9106	    33085
2330   	台積電       	20130610	    81.9106	    21941
2330   	台積電       	20130611	    81.5331	    37162
2330   	台積電       	20130613	    78.8908	    61059
2330   	台積電       	20130614	    80.0232	    41207
2330   	台積電       	20130617	    80.0232	    23014
2330   	台積電       	20130618	    80.4007	    31676
2330   	台積電       	20130619	    79.6457	    22084
2330   	台積電       	20130620	    78.5133	    29998
2330   	台積電       	20130621	    78.1359	    39844
2330   	台積電       	20130624	    76.2485	    54091
2330   	台積電       	20130625	    76.2485	    33897
2330   	台積電       	20130626	    76.6260	    55865
2330   	台積電       	20130627	    78.8908	    46982
2330   	台積電       	20130628	    83.7979	    74514
2330   	台積電       	20130701	    81.5331	    51935
2330   	台積電       	20130702	    83.0430	    44982
2330   	台積電       	20130703	    83.0430	    44740
2330   	台積電       	20130704	    83.0430	    24500
2330   	台積電       	20130705	    84.5952	    28276
2330   	台積電       	20130708	    81.4908	    32770
2330   	台積電       	20130709	    82.2669	    35511
2330   	台積電       	20130710	    82.2669	    22082
2330   	台積電       	20130711	    84.9833	    56918
2330   	台積電       	20130712	    85.3713	    31046
2330   	台積電       	20130715	    84.9833	    33373
2330   	台積電       	20130716	    83.8191	    35961
2330   	台積電       	20130717	    84.5952	    40121
2330   	台積電       	20130718	    81.8789	    53223
2330   	台積電       	20130719	    76.2133	   123330
2330   	台積電       	20130722	    75.2820	    88048
2330   	台積電       	20130723	    77.6103	    85595
2330   	台積電       	20130724	    79.1625	    58355
2330   	台積電       	20130725	    79.5506	    37559
2330   	台積電       	20130726	    79.5506	    31817
2330   	台積電       	20130729	    77.6103	    38334
2330   	台積電       	20130730	    79.1625	    33871
2330   	台積電       	20130731	    79.5506	    36997
2330   	台積電       	20130801	    77.9984	    32509
2330   	台積電       	20130802	    77.9984	    28039
2330   	台積電       	20130805	    77.9984	    23372
2330   	台積電       	20130806	    76.6790	    42787
2330   	台積電       	20130807	    75.2820	    45969
2330   	台積電       	20130808	    74.8163	    55873
2330   	台積電       	20130809	    74.8163	    47192
2330   	台積電       	20130812	    74.5059	    33454
2330   	台積電       	20130813	    75.4372	    34392
2330   	台積電       	20130814	    75.1268	    44023
2330   	台積電       	20130815	    74.5059	    42687
2330   	台積電       	20130816	    74.8939	    37698
2330   	台積電       	20130819	    74.1178	    52061
2330   	台積電       	20130820	    73.2641	    42471
2330   	台積電       	20130822	    73.3417	    60311
2330   	台積電       	20130823	    75.2820	    44454
2330   	台積電       	20130826	    75.1268	    18698
2330   	台積電       	20130827	    74.1954	    24474
2330   	台積電       	20130828	    75.1268	    35977
2330   	台積電       	20130829	    76.6014	    52396
2330   	台積電       	20130830	    77.9984	    38965
2330   	台積電       	20130902	    79.1625	    30859
2330   	台積電       	20130903	    79.1625	    33838
2330   	台積電       	20130904	    77.9984	    25229
2330   	台積電       	20130905	    78.7745	    35890
2330   	台積電       	20130906	    79.1625	    25342
2330   	台積電       	20130909	    79.9386	    33083
2330   	台積電       	20130910	    81.1028	    37392
2330   	台積電       	20130911	    81.1028	    41349
2330   	台積電       	20130912	    80.3267	    32865
2330   	台積電       	20130913	    79.5506	    23635
2330   	台積電       	20130914	    79.5506	     5222
2330   	台積電       	20130916	    81.8789	    40693
2330   	台積電       	20130917	    81.8789	    25467
2330   	台積電       	20130918	    79.9386	    34987
2330   	台積電       	20130923	    81.8789	    57281
2330   	台積電       	20130924	    81.4908	    28676
2330   	台積電       	20130925	    79.9386	    35289
2330   	台積電       	20130926	    78.7745	    23059
2330   	台積電       	20130927	    79.9386	    26663
2330   	台積電       	20130930	    77.9984	    46224
2330   	台積電       	20131001	    78.7745	    22927
2330   	台積電       	20131002	    79.9386	    14707
2330   	台積電       	20131003	    81.4908	    50840
2330   	台積電       	20131004	    80.7147	    21986
2330   	台積電       	20131007	    79.9386	    24399
2330   	台積電       	20131008	    81.4908	    35150
2330   	台積電       	20131009	    81.4908	    26186
2330   	台積電       	20131011	    82.6550	    59435
2330   	台積電       	20131014	    81.4908	    18800
2330   	台積電       	20131015	    83.0430	    21681
2330   	台積電       	20131016	    82.2669	    19077
2330   	台積電       	20131017	    83.0430	    28186
2330   	台積電       	20131018	    85.3713	    60125
2330   	台積電       	20131021	    85.3713	    41327
2330   	台積電       	20131022	    86.5355	    39837
2330   	台積電       	20131023	    86.1474	    23057
2330   	台積電       	20131024	    85.3713	    21570
2330   	台積電       	20131025	    83.0430	    37244
2330   	台積電       	20131028	    84.9833	    21241
2330   	台積電       	20131029	    84.9833	    21531
2330   	台積電       	20131030	    85.3713	    16768
2330   	台積電       	20131031	    84.9833	    23098
2330   	台積電       	20131101	    84.9833	    10870
2330   	台積電       	20131104	    84.5952	     9642
2330   	台積電       	20131105	    82.6550	    21861
2330   	台積電       	20131106	    83.0430	    17440
2330   	台積電       	20131107	    83.0430	    15944
2330   	台積電       	20131108	    82.2669	    31481
2330   	台積電       	20131111	    81.1028	    21491
2330   	台積電       	20131112	    81.4908	    31992
2330   	台積電       	20131113	    79.9386	    26708
2330   	台積電       	20131114	    80.3267	    29933
2330   	台積電       	20131115	    80.7147	    19904
2330   	台積電       	20131118	    80.7147	    25297
2330   	台積電       	20131119	    81.4908	    34510
2330   	台積電       	20131120	    79.9386	    46675
2330   	台積電       	20131121	    78.3864	    57002
2330   	台積電       	20131122	    77.6103	    57158
2330   	台積電       	20131125	    78.3864	    30949
2330   	台積電       	20131126	    80.3267	    47194
2330   	台積電       	20131127	    81.4908	    22853
2330   	台積電       	20131128	    81.4908	    22995
2330   	台積電       	20131129	    81.4908	    34465
2330   	台積電       	20131202	    81.1028	    19042
2330   	台積電       	20131203	    80.7147	    26811
2330   	台積電       	20131204	    81.4908	    23630
2330   	台積電       	20131205	    80.7147	    25209
2330   	台積電       	20131206	    79.9386	    25358
2330   	台積電       	20131209	    81.4908	    23971
2330   	台積電       	20131210	    80.7147	    22935
2330   	台積電       	20131211	    81.4908	    24614
2330   	台積電       	20131212	    79.9386	    18536
2330   	台積電       	20131213	    79.5506	    28297
2330   	台積電       	20131216	    79.1625	    18772
2330   	台積電       	20131217	    80.3267	    26232
2330   	台積電       	20131218	    78.3864	    66102
2330   	台積電       	20131219	    79.5506	    27824
2330   	台積電       	20131220	    79.1625	    37618
2330   	台積電       	20131223	    80.7147	    28393
2330   	台積電       	20131224	    79.9386	    14079
2330   	台積電       	20131225	    79.9386	     9789
2330   	台積電       	20131226	    80.7147	     6793
2330   	台積電       	20131227	    81.1028	    24135
2330   	台積電       	20131230	    82.2669	    44280
2330   	台積電       	20131231	    81.8789	    24484
2330   	台積電       	20140102	    81.1028	    15133
2330   	台積電       	20140103	    79.5506	    41160
2330   	台積電       	20140106	    79.5506	    23729
2330   	台積電       	20140107	    79.1625	    18803
2330   	台積電       	20140108	    80.7147	    30933
2330   	台積電       	20140109	    78.3864	    64221
2330   	台積電       	20140110	    79.1625	    36289
2330   	台積電       	20140113	    79.9386	    22080
2330   	台積電       	20140114	    80.3267	    21718
2330   	台積電       	20140115	    81.4908	    54458
2330   	台積電       	20140116	    83.0430	    49601
2330   	台積電       	20140117	    83.4311	    55767
2330   	台積電       	20140120	    83.4311	    24299
2330   	台積電       	20140121	    82.6550	    25121
2330   	台積電       	20140122	    83.4311	    28726
2330   	台積電       	20140123	    83.4311	    28308
2330   	台積電       	20140124	    83.8191	    34059
2330   	台積電       	20140127	    81.4908	    65271
2330   	台積電       	20140205	    77.9984	   147198
2330   	台積電       	20140206	    79.1625	    73840
2330   	台積電       	20140207	    80.7147	    54185
2330   	台積電       	20140210	    79.9386	    26243
2330   	台積電       	20140211	    81.1028	    23523
2330   	台積電       	20140212	    81.4908	    25305
2330   	台積電       	20140213	    81.4908	    19625
2330   	台積電       	20140214	    83.4311	    42737
2330   	台積電       	20140217	    84.2072	    34368
2330   	台積電       	20140218	    83.8191	    22289
2330   	台積電       	20140219	    83.8191	    28886
2330   	台積電       	20140220	    82.6550	    28469
2330   	台積電       	20140221	    83.4311	    31505
2330   	台積電       	20140224	    83.0430	    32057
2330   	台積電       	20140225	    83.8191	    34350
2330   	台積電       	20140226	    83.4311	    34982
2330   	台積電       	20140227	    83.8191	    49352
2330   	台積電       	20140303	    83.8191	    62467
2330   	台積電       	20140304	    83.4311	    48939
2330   	台積電       	20140305	    85.3713	    55447
2330   	台積電       	20140306	    87.6996	    72622
2330   	台積電       	20140307	    88.8638	    66916
2330   	台積電       	20140310	    87.6996	    38430
2330   	台積電       	20140311	    88.4757	    29182
2330   	台積電       	20140312	    87.6996	    18414
2330   	台積電       	20140313	    90.4160	    59080
2330   	台積電       	20140314	    89.2518	    47105
2330   	台積電       	20140317	    88.4757	    33910
2330   	台積電       	20140318	    88.8638	    37517
2330   	台積電       	20140319	    88.8638	    35237
2330   	台積電       	20140320	    86.9235	    46512
2330   	台積電       	20140321	    87.3116	    60438
2330   	台積電       	20140324	    87.3116	    29607
2330   	台積電       	20140325	    88.0877	    38070
2330   	台積電       	20140326	    89.6399	    45234
2330   	台積電       	20140327	    90.0279	    31399
2330   	台積電       	20140328	    91.1921	    43794
2330   	台積電       	20140331	    91.9682	    47146
2330   	台積電       	20140401	    92.7443	    40636
2330   	台積電       	20140402	    93.1324	    43684
2330   	台積電       	20140403	    91.9682	    37000
2330   	台積電       	20140407	    91.1921	    45254
2330   	台積電       	20140408	    92.3563	    43894
2330   	台積電       	20140409	    92.3563	    29648
2330   	台積電       	20140410	    92.7443	    27215
2330   	台積電       	20140411	    93.1324	    34847
2330   	台積電       	20140414	    93.5204	    31053
2330   	台積電       	20140415	    95.0726	    29397
2330   	台積電       	20140416	    93.9085	    51075
2330   	台積電       	20140417	    93.1324	    36418
2330   	台積電       	20140418	    95.4607	    32921
2330   	台積電       	20140421	    94.2965	    24162
2330   	台積電       	20140422	    94.2965	    27034
2330   	台積電       	20140423	    93.9085	    34358
2330   	台積電       	20140424	    93.9085	    25524
2330   	台積電       	20140425	    91.9682	    49438
2330   	台積電       	20140428	    92.3563	    28068
2330   	台積電       	20140429	    93.5204	    21811
2330   	台積電       	20140430	    91.9682	    44124
2330   	台積電       	20140502	    91.5802	    45030
2330   	台積電       	20140505	    90.8041	    28887
2330   	台積電       	20140506	    91.5802	    27525
2330   	台積電       	20140507	    91.9682	    33276
2330   	台積電       	20140508	    92.7443	    30096
2330   	台積電       	20140509	    93.1324	    23287
2330   	台積電       	20140512	    91.9682	    37048
2330   	台積電       	20140513	    93.5204	    24046
2330   	台積電       	20140514	    94.6846	    32903
2330   	台積電       	20140515	    94.6846	    16813
2330   	台積電       	20140516	    94.6846	    28679
2330   	台積電       	20140519	    93.9085	    20829
2330   	台積電       	20140520	    93.9085	    25402
2330   	台積電       	20140521	    93.5204	    24218
2330   	台積電       	20140522	    94.6846	    26336
2330   	台積電       	20140523	    94.6846	    31778
2330   	台積電       	20140526	    95.4607	    19854
2330   	台積電       	20140527	    95.8487	    18301
2330   	台積電       	20140528	    96.2368	    37799
2330   	台積電       	20140529	    94.6846	    43079
2330   	台積電       	20140530	    92.7443	    69113
2330   	台積電       	20140603	    95.0726	    40522
2330   	台積電       	20140604	    95.8487	    33486
2330   	台積電       	20140605	    95.4607	    19558
2330   	台積電       	20140606	    95.0726	    19282
2330   	台積電       	20140609	    95.4607	    19730
2330   	台積電       	20140610	    96.6248	    26661
2330   	台積電       	20140611	    97.0129	    27990
2330   	台積電       	20140612	    95.8487	    22300
2330   	台積電       	20140613	    95.4607	    17197
2330   	台積電       	20140616	    96.2368	    13737
2330   	台積電       	20140617	    97.0129	    20568
2330   	台積電       	20140618	    97.4009	    38103
2330   	台積電       	20140619	    97.7890	    25211
2330   	台積電       	20140620	    96.6248	    31589
2330   	台積電       	20140623	    95.4607	    25147
2330   	台積電       	20140624	    95.4607	    36234
2330   	台積電       	20140625	    95.8487	    31028
2330   	台積電       	20140626	    96.6248	    33938
2330   	台積電       	20140627	    97.4009	    44450
2330   	台積電       	20140630	    98.1770	    38191
2330   	台積電       	20140701	    99.3412	    33022
2330   	台積電       	20140702	   102.8336	    51623
2330   	台積電       	20140703	   104.3859	    41188
2330   	台積電       	20140704	   104.7739	    44516
2330   	台積電       	20140707	   105.5500	    32207
2330   	台積電       	20140708	   104.3859	    36299
2330   	台積電       	20140709	   103.9978	    39336
2330   	台積電       	20140710	   104.3859	    51132
2330   	台積電       	20140711	   105.9381	    43513
2330   	台積電       	20140714	   105.1446	    46818
2330   	台積電       	20140715	   105.5414	    37976
2330   	台積電       	20140716	   103.5575	    42072
2330   	台積電       	20140717	    98.7962	   138665
2330   	台積電       	20140718	    98.0027	    97366
2330   	台積電       	20140721	    98.0027	    58994
2330   	台積電       	20140722	    98.7962	    53307
2330   	台積電       	20140724	    99.1930	    66041
2330   	台積電       	20140725	    97.6059	    31609
2330   	台積電       	20140728	    96.4156	    43514
2330   	台積電       	20140729	    98.3995	    40749
2330   	台積電       	20140730	    98.7962	    32428
2330   	台積電       	20140731	    96.0188	    44806
2330   	台積電       	20140801	    95.2253	    61873
2330   	台積電       	20140804	    98.0027	    39730
2330   	台積電       	20140805	    94.8285	    61536
2330   	台積電       	20140806	    95.6221	    38043
2330   	台積電       	20140807	    96.4156	    30079
2330   	台積電       	20140808	    95.6221	    35170
2330   	台積電       	20140811	    95.6221	    42993
2330   	台積電       	20140812	    96.4156	    32278
2330   	台積電       	20140813	    97.2091	    39837
2330   	台積電       	20140814	    98.3995	    32955
2330   	台積電       	20140815	    98.3995	    19189
2330   	台積電       	20140818	    97.6059	    14766
2330   	台積電       	20140819	    98.3995	    31922
2330   	台積電       	20140820	    99.5898	    28975
2330   	台積電       	20140821	    98.7962	    23089
2330   	台積電       	20140822	    99.5898	    42775
2330   	台積電       	20140825	    99.1930	    21107
2330   	台積電       	20140826	    98.7962	    30428
2330   	台積電       	20140827	    99.5898	    36839
2330   	台積電       	20140828	    99.1930	    21759
2330   	台積電       	20140829	    98.3995	    28358
2330   	台積電       	20140901	   101.9704	    37523
2330   	台積電       	20140902	    99.9865	    20057
2330   	台積電       	20140903	   101.5736	    24642
2330   	台積電       	20140904	   101.1769	    22110
2330   	台積電       	20140905	   100.7801	    20128
2330   	台積電       	20140909	   100.7801	    24359
2330   	台積電       	20140910	    99.1930	    29718
2330   	台積電       	20140911	    99.1930	    24328
2330   	台積電       	20140912	    97.6059	    20299
2330   	台積電       	20140915	    98.0027	    19643
2330   	台積電       	20140916	    97.2091	    19248
2330   	台積電       	20140917	    98.7962	    24018
2330   	台積電       	20140918	    99.1930	    14791
2330   	台積電       	20140919	    99.1930	    30781
2330   	台積電       	20140922	    96.8124	    40658
2330   	台積電       	20140923	    97.2091	    16208
2330   	台積電       	20140924	    97.6059	    28552
2330   	台積電       	20140925	    96.8124	    23840
2330   	台積電       	20140926	    96.0188	    25408
2330   	台積電       	20140929	    95.6221	    55071
2330   	台積電       	20140930	    95.2253	    52027
2330   	台積電       	20141001	    96.4156	    42581
2330   	台積電       	20141002	    96.0188	    30795
2330   	台積電       	20141003	    98.7962	    52042
2330   	台積電       	20141006	    99.9865	    39292
2330   	台積電       	20141007	    99.1930	    40188
2330   	台積電       	20141008	    97.2091	    30938
2330   	台積電       	20141009	    99.1930	    37115
2330   	台積電       	20141013	    95.6221	    77985
2330   	台積電       	20141014	    96.0188	    31887
2330   	台積電       	20141015	    96.4156	    50496
2330   	台積電       	20141016	    96.4156	    46431
2330   	台積電       	20141017	    98.0027	    92077
2330   	台積電       	20141020	    99.9865	    38619
2330   	台積電       	20141021	    99.1930	    25647
2330   	台積電       	20141022	   102.3672	    65855
2330   	台積電       	20141023	   101.1769	    28085
2330   	台積電       	20141024	    99.5898	    42161
2330   	台積電       	20141027	   101.5736	    25145
2330   	台積電       	20141028	   101.5736	    35018
2330   	台積電       	20141029	   102.3672	    34860
2330   	台積電       	20141030	   101.9704	    35723
2330   	台積電       	20141031	   103.5575	    42413
2330   	台積電       	20141103	   103.9543	    45307
2330   	台積電       	20141104	   104.7478	    32566
2330   	台積電       	20141105	   104.7478	    22638
2330   	台積電       	20141106	   104.7478	    28559
2330   	台積電       	20141107	   103.9543	    17385
2330   	台積電       	20141110	   106.7317	    43174
2330   	台積電       	20141111	   106.3349	    20484
2330   	台積電       	20141112	   104.7478	    27434
2330   	台積電       	20141113	   106.3349	    25055
2330   	台積電       	20141114	   107.1284	    24361
2330   	台積電       	20141117	   105.5414	    24772
2330   	台積電       	20141118	   104.3510	    43227
2330   	台積電       	20141119	   107.9220	    71400
2330   	台積電       	20141120	   110.3026	    44216
2330   	台積電       	20141121	   109.9058	    30621
2330   	台積電       	20141124	   109.9058	    33408
2330   	台積電       	20141125	   110.3026	    42940
2330   	台積電       	20141126	   110.3026	    23201
2330   	台積電       	20141127	   111.0962	    26580
2330   	台積電       	20141128	   112.2865	    36077
2330   	台積電       	20141201	   111.0962	    50115
2330   	台積電       	20141202	   109.1123	    54781
2330   	台積電       	20141203	   109.5091	    40184
2330   	台積電       	20141204	   110.3026	    28276
2330   	台積電       	20141205	   109.1123	    29431
2330   	台積電       	20141208	   109.5091	    19854
2330   	台積電       	20141209	   109.5091	    31926
2330   	台積電       	20141210	   107.9220	    39845
2330   	台積電       	20141211	   106.7317	    41669
2330   	台積電       	20141212	   107.1284	    31504
2330   	台積電       	20141215	   107.9220	    45196
2330   	台積電       	20141216	   105.5414	    41273
2330   	台積電       	20141217	   103.5575	    84670
2330   	台積電       	20141218	   104.3510	    51896
2330   	台積電       	20141219	   109.5091	    44591
2330   	台積電       	20141222	   109.9058	    34995
2330   	台積電       	20141223	   109.1123	    19157
2330   	台積電       	20141224	   109.5091	    16722
2330   	台積電       	20141225	   109.1123	     7392
2330   	台積電       	20141226	   110.3026	    13183
2330   	台積電       	20141227	   109.9058	     4823
2330   	台積電       	20141229	   111.8897	    35075
2330   	台積電       	20141230	   111.0962	    23590
2330   	台積電       	20141231	   111.8897	    18351
2330   	台積電       	20150105	   110.6994	    32214
2330   	台積電       	20150106	   105.9381	    67649
2330   	台積電       	20150107	   106.3349	    43886
2330   	台積電       	20150108	   109.5091	    42551
2330   	台積電       	20150109	   106.3349	    61920
2330   	台積電       	20150112	   104.7478	    30402
2330   	台積電       	20150113	   105.1446	    38093
2330   	台積電       	20150114	   103.1607	    49447
2330   	台積電       	20150115	   104.3510	    40996
2330   	台積電       	20150116	   108.7155	   129035
2330   	台積電       	20150119	   110.3026	    50175
2330   	台積電       	20150120	   109.5091	    33795
2330   	台積電       	20150121	   111.8897	    77292
2330   	台積電       	20150122	   111.0962	    45654
2330   	台積電       	20150123	   115.0639	    82359
2330   	台積電       	20150126	   115.0639	    46941
2330   	台積電       	20150127	   116.6510	    53362
2330   	台積電       	20150128	   116.2542	    48373
2330   	台積電       	20150129	   113.8736	    36887
2330   	台積電       	20150130	   111.8897	    44413
2330   	台積電       	20150202	   113.0800	    30382
2330   	台積電       	20150203	   114.6671	    27234
2330   	台積電       	20150204	   115.8574	    43152
2330   	台積電       	20150205	   115.4607	    25327
2330   	台積電       	20150206	   113.4768	    28668
2330   	台積電       	20150209	   112.6832	    26650
2330   	台積電       	20150210	   113.0800	    33452
2330   	台積電       	20150211	   117.4445	    71429
2330   	台積電       	20150212	   117.8413	    35027
2330   	台積電       	20150213	   117.8413	    38571
2330   	台積電       	20150224	   119.8251	    74443
2330   	台積電       	20150225	   122.6025	    48326
2330   	台積電       	20150226	   119.4284	    58406
2330   	台積電       	20150302	   118.2381	    41706
2330   	台積電       	20150303	   119.4284	    29205
2330   	台積電       	20150304	   119.4284	    32781
2330   	台積電       	20150305	   119.0316	    29851
2330   	台積電       	20150306	   118.2381	    33211
2330   	台積電       	20150309	   115.4607	    67545
2330   	台積電       	20150310	   114.2703	    46859
2330   	台積電       	20150311	   115.8574	    51828
2330   	台積電       	20150312	   117.4445	    32364
2330   	台積電       	20150313	   118.2381	    46407
2330   	台積電       	20150316	   115.8574	    37462
2330   	台積電       	20150317	   118.2381	    55770
2330   	台積電       	20150318	   121.8090	    71220
2330   	台積電       	20150319	   122.2058	    43512
2330   	台積電       	20150320	   122.2058	    38594
2330   	台積電       	20150323	   121.8090	    26369
2330   	台積電       	20150324	   120.2219	    38207
2330   	台積電       	20150325	   119.8251	    50140
2330   	台積電       	20150326	   115.4607	   162835
2330   	台積電       	20150327	   113.0800	   112919
2330   	台積電       	20150330	   113.0800	    64898
2330   	台積電       	20150331	   115.4607	    56918
2330   	台積電       	20150401	   114.2703	    39056
2330   	台積電       	20150402	   116.6510	    52174
2330   	台積電       	20150407	   115.8574	    34901
2330   	台積電       	20150408	   113.4768	    49474
2330   	台積電       	20150409	   113.4768	    47243
2330   	台積電       	20150410	   116.6510	    33908
2330   	台積電       	20150413	   116.6510	    26427
2330   	台積電       	20150414	   114.2703	    41702
2330   	台積電       	20150415	   113.4768	    71626
2330   	台積電       	20150416	   116.6510	    55563
2330   	台積電       	20150417	   113.0800	    79007
2330   	台積電       	20150420	   113.4768	    43593
2330   	台積電       	20150421	   113.0800	    40892
2330   	台積電       	20150422	   113.8736	    40631
2330   	台積電       	20150423	   116.6510	    47851
2330   	台積電       	20150424	   121.0155	   135458
2330   	台積電       	20150427	   120.2219	    58112
2330   	台積電       	20150428	   120.2219	    43295
2330   	台積電       	20150429	   117.8413	    37440
2330   	台積電       	20150430	   116.6510	    48982
2330   	台積電       	20150504	   117.0477	    30868
2330   	台積電       	20150505	   116.6510	    27789
2330   	台積電       	20150506	   117.0477	    18824
2330   	台積電       	20150507	   116.2542	    21908
2330   	台積電       	20150508	   116.2542	    20035
2330   	台積電       	20150511	   117.8413	    20402
2330   	台積電       	20150512	   117.0477	    24956
2330   	台積電       	20150513	   117.4445	    19437
2330   	台積電       	20150514	   115.8574	    39888
2330   	台積電       	20150515	   116.2542	    24831
2330   	台積電       	20150518	   116.2542	    26212
2330   	台積電       	20150519	   116.2542	    26321
2330   	台積電       	20150520	   116.2542	    26984
2330   	台積電       	20150521	   115.4607	    41286
2330   	台積電       	20150522	   115.4607	    22103
2330   	台積電       	20150525	   117.0477	    16323
2330   	台積電       	20150526	   116.2542	    16069
2330   	台積電       	20150527	   115.0639	    24257
2330   	台積電       	20150528	   116.6510	    36704
2330   	台積電       	20150529	   115.8574	    61983
2330   	台積電       	20150601	   115.0639	    31646
2330   	台積電       	20150602	   114.2703	    33433
2330   	台積電       	20150603	   113.4768	    30174
2330   	台積電       	20150604	   111.8897	    62313
2330   	台積電       	20150605	   111.0962	    42846
2330   	台積電       	20150608	   109.9058	    45637
2330   	台積電       	20150609	   110.3026	    31663
2330   	台積電       	20150610	   110.6994	    37243
2330   	台積電       	20150611	   113.8736	    46455
2330   	台積電       	20150612	   114.6671	    35243
2330   	台積電       	20150615	   113.4768	    23775
2330   	台積電       	20150616	   112.6832	    28696
2330   	台積電       	20150617	   113.0800	    31675
2330   	台積電       	20150618	   112.6832	    28627
2330   	台積電       	20150622	   112.6832	    29598
2330   	台積電       	20150623	   114.6671	    37809
2330   	台積電       	20150624	   115.0639	    21134
2330   	台積電       	20150625	   116.2542	    45571
2330   	台積電       	20150626	   115.8574	    34170
2330   	台積電       	20150629	   113.4010	    53096
2330   	台積電       	20150630	   115.0386	    45375
2330   	台積電       	20150701	   115.4480	    33330
2330   	台積電       	20150702	   115.8574	    24309
2330   	台積電       	20150703	   116.6761	    17091
2330   	台積電       	20150706	   115.0386	    20683
2330   	台積電       	20150707	   115.0386	    26545
2330   	台積電       	20150708	   112.9916	    52066
2330   	台積電       	20150709	   111.7635	    53784
2330   	台積電       	20150713	   113.4010	    35404
2330   	台積電       	20150714	   113.4010	    27574
2330   	台積電       	20150715	   113.4010	    23485
2330   	台積電       	20150716	   111.7635	    37250
2330   	台積電       	20150717	   114.6292	    55848
2330   	台積電       	20150720	   113.8104	    27906
2330   	台積電       	20150721	   115.0386	    21857
2330   	台積電       	20150722	   113.8104	    27408
2330   	台積電       	20150723	   111.3541	    38176
2330   	台積電       	20150724	   112.1729	    39062
2330   	台積電       	20150727	   109.7165	    45080
2330   	台積電       	20150728	   109.7165	    35777
2330   	台積電       	20150729	   110.9447	    30500
2330   	台積電       	20150730	   113.4010	    37085
2330   	台積電       	20150731	   114.2198	    40479
2330   	台積電       	20150803	   110.1259	    33815
2330   	台積電       	20150804	   111.7635	    27514
2330   	台積電       	20150805	   109.7165	    28577
2330   	台積電       	20150806	   109.7165	    39658
2330   	台積電       	20150807	   108.8977	    30591
2330   	台積電       	20150810	   105.6226	    65582
2330   	台積電       	20150811	   106.8508	    65988
2330   	台積電       	20150812	   105.2132	    45838
2330   	台積電       	20150813	   104.8038	    43697
2330   	台積電       	20150814	   103.1663	    40366
2330   	台積電       	20150817	   101.5287	    38956
2330   	台積電       	20150818	   103.1663	    41823
2330   	台積電       	20150819	   102.3475	    47213
2330   	台積電       	20150820	   103.1663	    38767
2330   	台積電       	20150821	    99.0724	    67341
2330   	台積電       	20150824	    94.1597	   118882
2330   	台積電       	20150825	   101.1193	    99479
2330   	台積電       	20150826	   100.3006	    65899
2330   	台積電       	20150827	   101.5287	    53549
2330   	台積電       	20150828	   102.3475	    41879
2330   	台積電       	20150831	   105.6226	    57088
2330   	台積電       	20150901	   101.5287	    42394
2330   	台積電       	20150902	   102.7569	    37232
2330   	台積電       	20150903	   103.9851	    24054
2330   	台積電       	20150904	   102.3475	    23047
2330   	台積電       	20150907	   100.3006	    26152
2330   	台積電       	20150908	   100.7099	    15112
2330   	台積電       	20150909	   105.6226	    53969
2330   	台積電       	20150910	   102.3475	    34029
2330   	台積電       	20150911	   104.3944	    24548
2330   	台積電       	20150914	   104.3944	    25582
2330   	台積電       	20150915	   103.1663	    22223
2330   	台積電       	20150916	   106.0320	    44137
2330   	台積電       	20150917	   107.2602	    52529
2330   	台積電       	20150918	   107.6696	    32590
2330   	台積電       	20150921	   106.0320	    35271
2330   	台積電       	20150922	   105.6226	    18378
2330   	台積電       	20150923	   101.9381	    35523
2330   	台積電       	20150924	   103.9851	    44708
2330   	台積電       	20150925	   103.9851	    24688
2330   	台積電       	20150930	   106.4414	    76377
2330   	台積電       	20151001	   109.3071	    53400
2330   	台積電       	20151002	   108.0790	    25252
2330   	台積電       	20151005	   108.4883	    30895
2330   	台積電       	20151006	   108.8977	    49925
2330   	台積電       	20151007	   110.5353	    32541
2330   	台積電       	20151008	   111.3541	    32054
2330   	台積電       	20151012	   113.4010	    51617
2330   	台積電       	20151013	   112.5822	    37227
2330   	台積電       	20151014	   111.7635	    65521
2330   	台積電       	20151015	   114.6292	    73316
2330   	台積電       	20151016	   112.5822	    37189
2330   	台積電       	20151019	   112.9916	    26173
2330   	台積電       	20151020	   113.8104	    28795
2330   	台積電       	20151021	   113.4010	    20006
2330   	台積電       	20151022	   112.5822	    15168
2330   	台積電       	20151023	   114.6292	    35666
2330   	台積電       	20151026	   114.6292	    24412
2330   	台積電       	20151027	   113.8104	    26557
