公司,簡稱,年月,營收發布日,單月營收(千元)
1342,八貫         ,202001,20200210,121261
1597,直得         ,202001,20200207,81609
1752,南光         ,202001,20200210,129465
2211,長榮鋼       ,202001,20200210,1031986
2241,艾姆勒       ,202001,20200203,68394
2247,汎德永業     ,202001,20200210,2701135
2753,八方雲集     ,202001,20200214,406021
2945,三商家購     ,202001,20200210,1049935
3092,鴻碩         ,202001,20200212,201689
3138,耀登         ,202001,20200211,83499
3543,州巧         ,202001,20200214,226114
3592,瑞鼎         ,202001,20200207,1128011
4440,宜新實業     ,202001,20200207,119335
4770,上品         ,202001,        ,103930
5222,全訊         ,202001,20200204,47277
5244,弘凱         ,202001,20200205,57284
5306,桂盟         ,202001,20200210,416251
6426,統新         ,202001,20200210,49881
6438,迅得         ,202001,20200214,177861
6515,穎崴         ,202001,20200213,186415
6598,ABC-KY       ,202001,20200206,10034
6691,洋基工程     ,202001,20200215,216760
6719,力智         ,202001,20200212,252662
6743,安普新       ,202001,20200210,114216
6754,匯僑設計     ,202001,20200210,256177
6756,威鋒電子     ,202001,20200210,184116
6770,力積電       ,202001,        ,3532845
6776,展碁國際     ,202001,20200207,1583428
6790,永豐實       ,202001,        ,779613
6792,詠業         ,202001,        ,114152
6806,森崴能源     ,202001,        ,10460
1240,茂生農經     ,202001,20200210,189448
1258,其祥-KY      ,202001,20200212,282674
1259,安心         ,202001,20200214,487396
1264,德麥         ,202001,20200208,349906
1268,漢來美食     ,202001,20200210,479014
1336,台翰         ,202001,20200213,161999
1565,精華         ,202001,20200210,415791
1569,濱川         ,202001,20200213,284725
1570,力肯         ,202001,20200210,37707
1580,新麥         ,202001,20200212,219028
1584,精剛         ,202001,20200207,79927
1586,和勤         ,202001,20200204,190331
1591,駿吉-KY      ,202001,20200210,45465
1593,祺驊         ,202001,20200210,43151
1595,川寶         ,202001,20200210,116603
1599,宏佳騰       ,202001,20200210,149693
1742,台蠟         ,202001,20200212,15348
1777,生泰         ,202001,20200205,72857
1781,合世         ,202001,20200212,49802
1784,訊聯         ,202001,20200210,62430
1785,光洋科       ,202001,20200210,1895575
1788,杏昌         ,202001,20200207,273842
1796,金穎生技     ,202001,20200207,23526
1799,易威         ,202001,20200211,36991
1813,寶利徠       ,202001,20200210,38916
1815,富喬         ,202001,20200215,329934
2035,唐榮         ,202001,20200210,800264
2061,風青         ,202001,20200210,37115
2063,世鎧         ,202001,20200206,76036
2064,晉椿         ,202001,20200210,97826
2065,世豐         ,202001,20200206,122187
2066,世德         ,202001,20200210,188328
2067,嘉鋼         ,202001,20200214,54277
2070,精湛         ,202001,20200210,47755
2221,大甲         ,202001,20200210,103590
2230,泰茂         ,202001,20200214,32477
2235,謚源         ,202001,20200207,44408
2596,綠意         ,202001,20200210,158
2640,大車隊       ,202001,20200210,186941
2641,正德         ,202001,20200207,65714
2643,捷迅         ,202001,20200211,276698
2718,晶悅         ,202001,20200211,26045
2719,燦星旅       ,202001,20200210,61205
2724,富驛-KY      ,202001,20200210,25203
2726,雅茗-KY      ,202001,20200215,175538
2729,瓦城         ,202001,20200210,546474
2732,六角         ,202001,20200210,339127
2734,易飛網       ,202001,20200214,59420
2736,富野         ,202001,20200210,67765
2740,天蔥         ,202001,20200210,18547
2743,山富         ,202001,20200210,382187
2745,五福         ,202001,20200210,512599
2752,豆府         ,202001,20200210,157030
2754,亞洲藏壽司   ,202001,20200210,199038
2755,揚秦         ,202001,20200207,115302
2756,聯發國際     ,202001,        ,42015
2916,滿心         ,202001,20200207,163249
2924,東凌-KY      ,202001,20200213,39645
2926,誠品生活     ,202001,20200215,478415
2937,集雅社       ,202001,20200210,231479
2947,振宇五金     ,202001,        ,127905
3064,泰偉         ,202001,20200210,6353
3066,李洲         ,202001,20200212,23343
3067,全域         ,202001,20200207,5343
3071,協禧         ,202001,20200214,161997
3073,天方能源     ,202001,20200207,9303
3078,僑威         ,202001,20200214,326345
3081,聯亞         ,202001,20200205,106443
3083,網龍         ,202001,20200210,48651
3085,新零售       ,202001,20200214,17210
3086,華義         ,202001,20200210,8382
3088,艾訊         ,202001,20200207,425269
3089,億杰         ,202001,20200210,8755
3093,港建         ,202001,20200213,101871
3095,及成         ,202001,20200207,36450
3105,穩懋         ,202001,20200206,2017062
3114,好德         ,202001,20200210,290836
3115,寶島極       ,202001,20200206,41519
3118,進階         ,202001,20200207,34692
3122,笙泉         ,202001,20200210,31064
3128,昇銳         ,202001,20200210,64404
3131,弘塑         ,202001,20200209,177088
3141,晶宏         ,202001,20200205,69774
3147,大綜         ,202001,20200213,174316
3152,璟德         ,202001,20200205,156012
3162,精確         ,202001,20200210,63637
3163,波若威       ,202001,20200210,192586
3169,亞信         ,202001,20200206,33575
3171,新洲         ,202001,20200214,111681
3176,基亞         ,202001,20200210,32929
3178,公準         ,202001,20200210,90705
3188,鑫龍騰       ,202001,20200207,47636
3191,和進         ,202001,20200214,24521
3202,樺晟         ,202001,20200226,249229
3205,佰研         ,202001,20200212,45989
3206,志豐         ,202001,20200206,245735
3207,耀勝         ,202001,20200215,42610
3211,順達         ,202001,20200207,706709
3213,茂訊         ,202001,20200205,176837
3217,優群         ,202001,20200210,134052
3218,大學光       ,202001,20200226,137658
3219,倚強科       ,202001,20200214,0
3221,台嘉碩       ,202001,20200207,149571
3224,三顧         ,202001,20200211,131683
3226,至寶電       ,202001,20200207,167835
3227,原相         ,202001,20200206,628461
3228,金麗科       ,202001,20200203,23429
3230,錦明         ,202001,20200217,87795
3232,昱捷         ,202001,20200211,49849
3234,光環         ,202001,20200210,100174
3236,千如         ,202001,20200211,146266
3252,海灣         ,202001,20200210,27187
3259,鑫創         ,202001,20200207,21218
3260,威剛         ,202001,20200206,1837565
3264,欣銓         ,202001,20200207,657768
3265,台星科       ,202001,20200205,173035
3268,海德威       ,202001,20200211,55074
3272,東碩         ,202001,20200214,234005
3276,宇環         ,202001,20200214,78474
3284,太普高       ,202001,20200207,59045
3285,微端         ,202001,20200214,44295
3287,廣寰科       ,202001,20200207,42334
3288,點晶         ,202001,20200210,6120
3289,宜特         ,202001,20200210,220354
3290,東浦         ,202001,20200214,80356
3293,鈊象         ,202001,20200206,616077
3294,英濟         ,202001,20200215,254252
3297,杭特         ,202001,20200207,16631
3303,岱稜         ,202001,20200210,170347
3306,鼎天         ,202001,20200210,112186
3310,佳穎         ,202001,20200212,134613
3313,斐成         ,202001,20200207,7426
3317,尼克森       ,202001,20200210,177231
3322,建舜電       ,202001,20200214,196044
3323,加百裕       ,202001,20200210,685868
3324,雙鴻         ,202001,20200211,739828
3325,旭品         ,202001,20200212,136962
3332,幸康         ,202001,20200207,78378
3339,泰谷         ,202001,20200210,38170
3354,律勝         ,202001,20200210,37265
3357,臺慶科       ,202001,20200212,255234
3360,尚立         ,202001,20200210,955420
3362,先進光       ,202001,20200215,194084
3363,上詮         ,202001,20200210,98572
3372,典範         ,202001,20200207,83050
3373,熱映         ,202001,20200205,64998
3374,精材         ,202001,20200210,473081
3379,彬台         ,202001,20200214,26510
3388,崇越電       ,202001,20200207,530896
3390,旭軟         ,202001,20200214,51969
3402,漢科         ,202001,20200214,194964
3426,台興         ,202001,20200207,43781
3434,哲固         ,202001,20200210,30448
3438,類比科       ,202001,20200207,64318
3441,聯一光       ,202001,20200210,14649
3444,利機         ,202001,20200210,61538
3455,由田         ,202001,20200210,46702
3465,進泰電子     ,202001,20200210,425
3466,致振         ,202001,20200210,125027
3479,安勤         ,202001,20200214,695930
3483,力致         ,202001,20200210,305777
3484,崧騰         ,202001,20200210,313500
3489,森寶         ,202001,20200210,141436
3490,單井         ,202001,20200211,20341
3491,昇達科       ,202001,20200207,99856
3492,長盛         ,202001,20200210,71383
3498,陽程         ,202001,20200212,62927
3499,環天科       ,202001,20200210,27925
3508,位速         ,202001,20200210,89231
3511,矽瑪         ,202001,20200207,80242
3512,皇龍         ,202001,20200210,159200
3516,亞帝歐       ,202001,20200214,46898
3520,華盈         ,202001,20200210,48667
3521,鴻翊         ,202001,20200210,31547
3522,御頂         ,202001,20200210,193661
3523,迎輝         ,202001,20200210,15187
3526,凡甲         ,202001,20200213,90030
3527,聚積         ,202001,20200213,191161
3529,力旺         ,202001,20200210,290059
3531,先益         ,202001,20200210,140912
3537,堡達         ,202001,20200212,218398
3540,曜越         ,202001,20200207,376013
3541,西柏         ,202001,20200207,169633
3546,宇峻         ,202001,20200211,94530
3548,兆利         ,202001,20200205,432178
3551,世禾         ,202001,20200214,156476
3552,同致         ,202001,20200210,462239
3555,重鵬         ,202001,20200207,11554
3556,禾瑞亞       ,202001,20200206,74983
3558,神準         ,202001,20200207,635673
3564,其陽         ,202001,20200204,180812
3567,逸昌         ,202001,20200210,32512
3570,大塚         ,202001,20200213,108202
3577,泓格         ,202001,20200214,52330
3580,友威科       ,202001,20200212,34160
3581,博磊         ,202001,20200210,73855
3587,閎康         ,202001,20200204,226872
3594,磐儀         ,202001,20200210,92313
3597,映興         ,202001,20200213,47589
3609,三一東林     ,202001,20200212,34058
3611,鼎翰         ,202001,20200207,418535
3615,安可         ,202001,20200210,36152
3623,富晶通       ,202001,20200210,40055
3624,光頡         ,202001,20200213,131772
3625,西勝         ,202001,20200202,164149
3628,盈正         ,202001,20200210,194444
3629,地心引力     ,202001,20200210,80678
3630,新鉅科       ,202001,20200205,138120
3631,晟楠         ,202001,20200207,28987
3632,研勤         ,202001,20200215,23726
3642,駿熠電       ,202001,20200210,14107
3646,艾恩特       ,202001,20200210,32859
3652,精聯         ,202001,20200210,140860
3663,鑫科         ,202001,20200207,149670
3664,安瑞-KY      ,202001,20200210,26052
3666,光耀         ,202001,20200204,115761
3672,康聯訊       ,202001,20200210,51261
3675,德微         ,202001,20200205,120814
3680,家登         ,202001,20200215,143326
3684,榮昌         ,202001,20200210,40570
3685,元創精密     ,202001,20200211,74650
3687,歐買尬       ,202001,20200207,91494
3689,湧德         ,202001,20200207,339284
3691,碩禾         ,202001,20200207,682092
3693,營邦         ,202001,20200210,268272
3707,漢磊         ,202001,20200210,442859
3709,鑫聯大投控   ,202001,20200210,989059
3710,連展投控     ,202001,20200212,558053
4102,永日         ,202001,20200207,28791
4105,東洋         ,202001,20200207,370093
4107,邦特         ,202001,20200207,134818
4109,加捷生醫     ,202001,20200207,24652
4111,濟生         ,202001,20200210,97520
4113,聯上         ,202001,20200210,11214
4114,健喬         ,202001,20200210,243447
4116,明基醫       ,202001,20200205,98234
4120,友華         ,202001,20200207,510190
4121,優盛         ,202001,20200210,289826
4123,晟德         ,202001,20200210,115535
4126,太醫         ,202001,20200205,127889
4127,天良         ,202001,20200210,41921
4128,中天         ,202001,20200204,130711
4129,聯合         ,202001,20200210,149240
4130,健亞         ,202001,20200207,47832
4131,晶宇         ,202001,20200210,7715
4138,曜亞         ,202001,20200207,97017
4139,馬光-KY      ,202001,20200207,67678
4147,中裕         ,202001,20200203,90420
4153,鈺緯         ,202001,20200207,45832
4154,樂威科-KY    ,202001,20200213,71920
4157,太景*-KY     ,202001,20200207,1266
4160,創源         ,202001,20200210,31124
4161,聿新科       ,202001,20200207,36589
4162,智擎         ,202001,20200207,13293
4163,鐿鈦         ,202001,20200206,155665
4167,松瑞藥       ,202001,20200210,132273
4168,醣聯         ,202001,20200210,93
4171,瑞基         ,202001,20200221,52570
4173,久裕         ,202001,20200210,109986
4174,浩鼎         ,202001,20200205,0
4175,杏一         ,202001,20200212,468909
4183,福永生技     ,202001,20200207,28171
4188,安克         ,202001,20200207,2943
4192,杏國         ,202001,20200210,673
4198,欣大健康     ,202001,20200210,7125
4205,中華食       ,202001,20200210,150706
4207,環泰         ,202001,20200210,300040
4303,信立         ,202001,20200210,25237
4304,勝昱         ,202001,20200210,25376
4305,世坤         ,202001,20200207,72005
4401,東隆興       ,202001,20200210,220549
4402,福大         ,202001,20200210,10369
4406,新昕纖       ,202001,20200206,34664
4413,飛寶企業     ,202001,20200210,38533
4416,三圓         ,202001,20200210,7854
4417,金洲         ,202001,20200212,162399
4419,元勝         ,202001,20200210,280
4420,光明         ,202001,20200207,52872
4429,聚紡         ,202001,20200210,48022
4430,耀億         ,202001,20200214,135157
4432,銘旺實       ,202001,20200210,135021
4433,興采         ,202001,20200210,116940
4502,健信         ,202001,20200211,97920
4503,金雨         ,202001,20200210,20226
4506,崇友         ,202001,20200207,311223
4510,高鋒         ,202001,20200211,90006
4513,福裕         ,202001,20200213,77338
4523,永彰         ,202001,20200214,52249
4527,方土霖       ,202001,20200211,131311
4528,江興鍛       ,202001,20200206,188910
4529,淳紳         ,202001,20200207,677
4530,宏易         ,202001,20200210,3225
4533,協易機       ,202001,20200214,176450
4534,慶騰         ,202001,20200214,78164
4535,至興         ,202001,20200210,169764
4538,大詠城       ,202001,20200207,19676
4541,晟田         ,202001,20200210,97559
4542,科嶠         ,202001,20200211,47472
4543,萬在         ,202001,20200210,58121
4549,桓達         ,202001,20200207,59826
4550,長佳         ,202001,20200210,66103
4554,橙的         ,202001,20200210,24671
4556,旭然         ,202001,20200214,25377
4561,健椿         ,202001,20200204,17041
4563,百德         ,202001,20200214,159291
4568,科際精密     ,202001,20200214,62577
4580,捷流閥業     ,202001,20200210,214841
4609,唐鋒         ,202001,20200210,37236
4702,中美實       ,202001,20200212,92244
4706,大恭         ,202001,20200210,105784
4707,磐亞         ,202001,20200210,132495
4711,永純         ,202001,20200207,66141
4712,南璋         ,202001,20200207,27
4714,永捷         ,202001,20200210,28983
4716,大立         ,202001,20200212,55825
4721,美琪瑪       ,202001,20200210,207847
4726,永昕         ,202001,20200210,5674
4728,雙美         ,202001,20200210,43903
4729,熒茂         ,202001,20200210,81682
4735,豪展         ,202001,20200205,104608
4736,泰博         ,202001,20200210,329308
4741,泓瀚         ,202001,20200207,47849
4743,合一         ,202001,20200204,559
4744,皇將         ,202001,20200210,52864
4745,合富-KY      ,202001,20200210,340470
4747,強生         ,202001,20200210,35169
4754,國碳科       ,202001,20200212,36096
4760,勤凱         ,202001,20200207,80640
4767,誠泰科技     ,202001,20200213,91881
4804,大略-KY      ,202001,20200214,20127
4806,昇華         ,202001,20200210,37
4903,聯光通       ,202001,20200210,92131
4905,台聯電       ,202001,20200210,2524
4907,富宇         ,202001,20200205,21984
4908,前鼎         ,202001,20200210,60909
4909,新復興       ,202001,20200212,44656
4911,德英         ,202001,20200207,1677
4924,欣厚-KY      ,202001,20200214,43454
4931,新盛力       ,202001,20200210,187648
4933,友輝         ,202001,20200207,177049
4939,亞電         ,202001,20200212,91888
4944,兆遠         ,202001,20200210,29450
4945,陞達科技     ,202001,20200207,31574
4946,辣椒         ,202001,20200210,28101
4950,牧東         ,202001,20200210,22073
4953,緯軟         ,202001,20200205,403415
4966,譜瑞-KY      ,202001,20200206,963446
4971,IET-KY       ,202001,20200207,49313
4972,湯石照明     ,202001,20200205,60054
4973,廣穎         ,202001,20200210,399855
4974,亞泰         ,202001,20200204,286410
4979,華星光       ,202001,20200210,86155
4987,科誠         ,202001,20200207,58865
4991,環宇-KY      ,202001,20200210,122819
4995,晶達         ,202001,20200206,84632
5009,榮剛         ,202001,20200219,730346
5011,久陽         ,202001,20200210,72733
5013,強新         ,202001,20200213,358852
5014,建錩         ,202001,20200224,929971
5015,華祺         ,202001,20200207,174553
5016,松和         ,202001,20200210,182261
5102,富強         ,202001,20200210,47469
5201,凱衛         ,202001,20200210,17141
5202,力新         ,202001,20200210,16092
5205,中茂         ,202001,20200204,37
5206,坤悅         ,202001,20200210,163589
5209,新鼎         ,202001,20200210,162249
5210,寶碩         ,202001,20200211,15550
5211,蒙恬         ,202001,20200207,13056
5212,凌網         ,202001,20200210,47344
5213,亞昕         ,202001,20200210,320550
5220,萬達光電     ,202001,20200210,62140
5223,安力-KY      ,202001,20200210,96003
5227,立凱-KY      ,202001,20200210,18552
5230,雷笛克光學   ,202001,20200207,77275
5236,凌陽創新     ,202001,20200205,72977
5245,智晶         ,202001,20200210,83223
5251,天鉞電       ,202001,20200210,13919
5263,智崴         ,202001,20200210,140222
5272,笙科         ,202001,20200210,33374
5274,信驊         ,202001,20200205,231751
5276,達輝-KY      ,202001,20200205,44020
5278,尚凡         ,202001,20200210,77263
5281,大峽谷-KY    ,202001,20200211,69712
5287,數字         ,202001,20200210,117162
5289,宜鼎         ,202001,20200206,661403
5291,邑昇         ,202001,20200210,86930
5299,杰力         ,202001,20200206,126958
5301,寶得利       ,202001,20200207,58243
5302,太欣         ,202001,20200207,1892
5309,系統電       ,202001,20200212,106290
5310,天剛         ,202001,20200210,21841
5312,寶島科       ,202001,20200205,274770
5314,世紀         ,202001,20200207,1934
5315,光聯         ,202001,20200203,130202
5321,美而快       ,202001,20200210,155055
5324,士開         ,202001,20200210,63402
5328,華容         ,202001,20200214,57538
5340,建榮         ,202001,20200210,114795
5344,立衛         ,202001,20200206,21441
5345,天揚         ,202001,20200204,211
5347,世界         ,202001,20200207,2375057
5348,系通         ,202001,20200210,7761
5351,鈺創         ,202001,20200210,267027
5353,台林         ,202001,20200210,128189
5355,佳總         ,202001,20200210,63498
5356,協益         ,202001,20200214,330515
5364,力麗店       ,202001,20200210,37351
5371,中光電       ,202001,20200214,3327682
5381,合正         ,202001,20200210,31689
5383,金利         ,202001,20200207,65387
5386,青雲         ,202001,20200207,147505
5392,能率         ,202001,20200215,812344
5398,慕康生醫     ,202001,20200207,27691
5403,中菲         ,202001,20200207,124581
5410,國眾         ,202001,20200210,306268
5425,台半         ,202001,20200207,785128
5426,振發         ,202001,20200214,108555
5432,新門         ,202001,20200206,7018
5438,東友         ,202001,20200210,83097
5439,高技         ,202001,20200210,184078
5443,均豪         ,202001,20200224,190967
5450,南良         ,202001,20200214,166787
5452,佶優         ,202001,20200213,351156
5455,昇益         ,202001,20200210,173
5457,宣德         ,202001,20200214,722356
5460,同協         ,202001,20200207,66087
5464,霖宏         ,202001,20200207,77009
5465,富驊         ,202001,20200213,388874
5468,凱鈺         ,202001,20200210,6779
5474,聰泰         ,202001,20200210,96831
5475,德宏         ,202001,20200214,55779
5478,智冠         ,202001,20200210,592284
5481,新華         ,202001,20200207,6936
5483,中美晶       ,202001,20200207,4762737
5487,通泰         ,202001,20200210,17860
5488,松普         ,202001,20200214,60946
5489,彩富         ,202001,20200210,124616
5490,同亨         ,202001,20200204,106265
5493,三聯         ,202001,20200210,186627
5498,凱崴         ,202001,20200214,86715
5508,永信建       ,202001,20200204,77785
5511,德昌         ,202001,20200210,263117
5512,力麒         ,202001,20200210,386449
5514,三豐         ,202001,20200207,597
5516,雙喜         ,202001,20200206,15422
5520,力泰         ,202001,20200210,185353
5523,豐謙         ,202001,20200210,374
5529,鉅陞         ,202001,20200210,90309
5530,龍巖         ,202001,20200207,308692
5536,聖暉         ,202001,20200211,1056168
5543,桓鼎-KY      ,202001,20200207,60142
5601,台聯櫃       ,202001,20200207,6474
5603,陸海         ,202001,20200210,154218
5604,中連         ,202001,20200207,10139
5609,中菲行       ,202001,20200207,1315264
5701,劍湖山       ,202001,20200210,41293
5703,亞都         ,202001,20200207,84381
5704,老爺知       ,202001,20200207,42813
5820,日盛金       ,202001,20200207,649636
5864,致和證       ,202001,20200206,-32299
5878,台名         ,202001,20200210,77246
5902,德記         ,202001,20200210,132918
5903,全家         ,202001,20200210,6999116
5904,寶雅         ,202001,20200206,1630751
5905,南仁湖       ,202001,20200210,113331
6015,宏遠證       ,202001,20200207,-9581
6016,康和證       ,202001,20200210,62849
6020,大展證       ,202001,20200210,-8956
6021,美好證       ,202001,20200210,44333
6023,元大期       ,202001,20200207,237887
6026,福邦證       ,202001,20200211,8631
6101,寬魚國際     ,202001,20200207,5886
6103,合邦         ,202001,20200210,1968
6104,創惟         ,202001,20200210,158148
6109,亞元         ,202001,20200207,66301
6111,大宇資       ,202001,20200210,55835
6113,亞矽         ,202001,20200207,88358
6114,久威         ,202001,20200210,121582
6118,建達         ,202001,20200210,698377
6121,新普         ,202001,20200210,4786195
6122,擎邦         ,202001,20200210,193284
6123,上奇         ,202001,20200210,316807
6124,業強         ,202001,20200214,156984
6125,廣運         ,202001,20200212,273645
6126,信音         ,202001,20200206,211596
6127,九豪         ,202001,20200213,64259
6129,普誠         ,202001,20200214,57095
6130,星寶國際     ,202001,20200210,6578
6134,萬旭         ,202001,20200214,100076
6138,茂達         ,202001,20200206,414485
6140,訊達         ,202001,20200215,164671
6143,振曜         ,202001,20200214,319402
6144,得利影       ,202001,20200210,31511
6146,耕興         ,202001,20200205,231543
6147,頎邦         ,202001,20200210,1806907
6148,驊宏資       ,202001,20200210,16364
6150,撼訊         ,202001,20200210,259405
6151,晉倫         ,202001,20200213,109776
6154,順發         ,202001,20200210,361051
6156,松上         ,202001,20200210,280180
6158,禾昌         ,202001,20200210,115272
6160,欣技         ,202001,20200210,62856
6161,捷波         ,202001,20200206,135966
6163,華電網       ,202001,20200211,152009
6167,久正         ,202001,20200211,131742
6169,昱泉         ,202001,20200210,15219
6170,統振         ,202001,20200207,283318
6171,大城地產     ,202001,20200205,31137
6173,信昌電       ,202001,20200207,336897
6174,安碁         ,202001,20200210,31517
6175,立敦         ,202001,20200211,240554
6179,亞通         ,202001,20200210,194640
6180,橘子         ,202001,20200210,1241029
6182,合晶         ,202001,20200210,553407
6185,幃翔         ,202001,20200208,53378
6186,新潤         ,202001,20200210,426031
6187,萬潤         ,202001,20200207,81433
6188,廣明         ,202001,20200215,703751
6190,萬泰科       ,202001,20200210,376391
6194,育富         ,202001,20200205,69237
6195,詩肯         ,202001,20200210,230081
6198,凌泰         ,202001,20200205,6214
6199,天品         ,202001,20200210,4314
6203,海韻電       ,202001,20200210,265566
6204,艾華         ,202001,20200210,31735
6207,雷科         ,202001,20200214,85090
6208,日揚         ,202001,20200214,176618
6210,慶生         ,202001,20200210,84992
6212,理銘         ,202001,20200207,157862
6217,中探針       ,202001,20200206,169256
6218,豪勉         ,202001,20200207,59784
6219,富旺         ,202001,20200210,141732
6220,岳豐         ,202001,20200210,724810
6221,晉泰         ,202001,20200210,259235
6222,上揚         ,202001,20200210,44642
6223,旺矽         ,202001,20200212,416126
6227,茂綸         ,202001,20200212,553775
6228,全譜         ,202001,20200210,3122
6229,研通         ,202001,20200213,73305
6231,系微         ,202001,20200210,93453
6233,旺玖         ,202001,20200207,22422
6234,高僑         ,202001,20200207,68065
6236,康呈         ,202001,20200210,3841
6237,驊訊         ,202001,20200207,28228
6240,松崗         ,202001,20200210,1118
6241,易通展       ,202001,20200210,26248
6242,立康         ,202001,20200207,22828
6244,茂迪         ,202001,20200213,183913
6245,立端         ,202001,20200210,554359
6246,臺龍         ,202001,20200212,47599
6247,淇譽電       ,202001,20200210,68853
6248,沛波         ,202001,20200210,186227
6259,百徽         ,202001,20200207,11209
6261,久元         ,202001,20200213,313995
6263,普萊德       ,202001,20200207,95550
6264,富裔         ,202001,20200211,4439
6265,方土昶       ,202001,20200207,104158
6266,泰詠         ,202001,20200208,251498
6270,倍微         ,202001,20200207,206378
6274,台燿         ,202001,20200205,1416433
6275,元山         ,202001,20200210,235160
6276,安鈦克       ,202001,20200210,119088
6279,胡連         ,202001,20200212,297304
6284,佳邦         ,202001,20200214,293344
6287,元隆         ,202001,20200207,71791
6290,良維         ,202001,20200214,444813
6291,沛亨         ,202001,20200207,12811
6292,迅德         ,202001,20200210,85094
6294,智基         ,202001,20200207,65906
6404,通訊-KY      ,202001,20200212,8596
6411,晶焱         ,202001,20200210,209520
6417,韋僑         ,202001,20200207,79800
6418,詠昇         ,202001,20200210,49102
6419,京晨科       ,202001,20200210,15464
6425,易發         ,202001,20200213,92556
6432,今展科       ,202001,20200210,86274
6435,大中         ,202001,20200206,197235
6441,廣錠         ,202001,20200210,125166
6446,藥華藥       ,202001,20200205,132
6457,紘康         ,202001,20200211,42164
6461,益得         ,202001,20200210,1786
6462,神盾         ,202001,20200206,547986
6465,威潤         ,202001,20200207,16115
6469,大樹         ,202001,20200210,660450
6470,宇智         ,202001,20200207,121777
6472,保瑞         ,202001,20200207,133369
6482,弘煜科       ,202001,20200210,6311
6485,點序         ,202001,20200207,88040
6486,互動         ,202001,20200210,92353
6488,環球晶       ,202001,20200207,4188896
6492,生華科       ,202001,20200206,67
6494,九齊         ,202001,20200207,54907
6496,科懋         ,202001,20200207,109421
6499,益安         ,202001,20200207,44203
6506,雙邦         ,202001,20200207,138329
6508,惠光         ,202001,20200210,160423
6509,聚和         ,202001,20200212,319722
6510,精測         ,202001,20200203,275023
6512,啟發電       ,202001,20200210,18695
6514,芮特-KY      ,202001,20200207,54665
6516,勤崴國際     ,202001,20200210,15183
6523,達爾膚       ,202001,20200210,69706
6527,明達醫       ,202001,20200210,45215
6530,創威         ,202001,20200210,18062
6532,瑞耘         ,202001,20200205,49948
6535,順藥         ,202001,20200210,70
6538,倉和         ,202001,20200210,182208
6542,隆中         ,202001,20200214,86866
6547,高端疫苗     ,202001,20200210,480
6548,長科*        ,202001,20200213,698879
6556,勝品         ,202001,20200204,171662
6560,欣普羅       ,202001,20200210,12151
6561,是方         ,202001,20200205,200351
6568,宏觀         ,202001,20200206,69170
6569,醫揚         ,202001,20200207,71340
6570,維田         ,202001,20200210,45821
6574,霈方         ,202001,20200210,73077
6576,逸達         ,202001,20200210,2527
6577,勁豐         ,202001,20200210,124860
6578,達邦蛋白     ,202001,20200212,20193
6588,東典光電     ,202001,20200205,22051
6589,台康生技     ,202001,20200210,48575
6590,普鴻         ,202001,20200207,27164
6593,台灣銘板     ,202001,20200210,43461
6594,展匯科       ,202001,20200205,29549
6596,寬宏藝術     ,202001,20200210,69142
6603,富強鑫       ,202001,20200211,163796
6609,瀧澤科       ,202001,20200215,156426
6612,奈米醫材     ,202001,20200207,34354
6613,朋億         ,202001,20200211,293027
6615,慧智         ,202001,20200210,38236
6616,特昇-KY      ,202001,20200210,92560
6624,萬年清       ,202001,20200206,27183
6629,泰金-KY      ,202001,20200207,71566
6640,均華         ,202001,20200224,38821
6642,富致         ,202001,20200210,28640
6643,M31          ,202001,20200206,65394
6649,台生材       ,202001,20200210,146
6651,全宇昕       ,202001,20200210,80824
6654,天正國際     ,202001,20200207,31924
6661,威健生技     ,202001,20200210,21312
6662,樂斯科       ,202001,20200210,13675
6664,群翊         ,202001,20200214,125409
6667,信紘科       ,202001,20200210,102802
6679,鈺太         ,202001,20200205,120112
6680,鑫創電子     ,202001,20200207,24084
6683,雍智科技     ,202001,20200205,78362
6684,安格         ,202001,20200204,12381
6690,安碁資訊     ,202001,20200207,40131
6693,廣閎科       ,202001,20200206,58170
6697,東捷資訊     ,202001,20200207,311845
6703,軒郁         ,202001,20200206,96102
6712,長聖         ,202001,20200210,2852
6716,應廣         ,202001,20200207,42618
6727,亞泰金屬     ,202001,20200210,71404
6728,上洋         ,202001,20200210,82471
6732,昇佳電子     ,202001,20200206,463151
6733,博晟生醫     ,202001,20200206,0
6741,91APP*-KY    ,202001,        ,58239
6747,亨泰光       ,202001,20200207,25493
6751,智聯服務     ,202001,20200207,81296
6752,叡揚         ,202001,20200210,75793
6761,穩得         ,202001,20200213,95337
6762,達亞         ,202001,20200207,38620
6767,台微醫       ,202001,20200210,6564
6788,華景電       ,202001,        ,71435
6803,崑鼎         ,202001,20200210,448462
7402,邑錡         ,202001,20200205,32331
7556,意德士       ,202001,20200210,27926
8024,佑華         ,202001,20200207,20897
8027,鈦昇         ,202001,20200205,127324
8032,光菱         ,202001,20200213,178733
8034,榮群         ,202001,20200210,34446
8038,長園科       ,202001,20200210,12540
8040,九暘         ,202001,20200210,43401
8042,金山電       ,202001,20200213,281894
8043,蜜望實       ,202001,20200214,421495
8044,網家         ,202001,20200210,3619489
8047,星雲         ,202001,20200213,39986
8048,德勝         ,202001,20200210,58234
8049,晶采         ,202001,20200207,111469
8050,廣積         ,202001,20200210,372206
