公司,簡稱,年月,營收發布日,單月營收(千元)
3684,榮昌         ,202005,20200610,46190
3685,元創精密     ,202005,20200609,57579
3687,歐買尬       ,202005,20200609,92309
3689,湧德         ,202005,20200608,499379
3691,碩禾         ,202005,20200608,542049
3693,營邦         ,202005,20200608,261525
3707,漢磊         ,202005,20200610,492719
3709,鑫聯大投控   ,202005,20200610,1337730
3710,連展投控     ,202005,20200608,737830
3713,新晶投控     ,202005,20200609,4371
4102,永日         ,202005,20200608,43698
4105,東洋         ,202005,20200608,267055
4107,邦特         ,202005,20200610,158999
4109,加捷生醫     ,202005,20200609,26191
4111,濟生         ,202005,20200609,72387
4113,聯上         ,202005,20200610,102
4114,健喬         ,202005,20200610,213770
4116,明基醫       ,202005,20200605,97581
4120,友華         ,202005,20200608,409749
4121,優盛         ,202005,20200609,276670
4123,晟德         ,202005,20200610,27877
4126,太醫         ,202005,20200603,200717
4127,天良         ,202005,20200610,38147
4128,中天         ,202005,20200602,122116
4129,聯合         ,202005,20200609,182459
4130,健亞         ,202005,20200609,38988
4131,晶宇         ,202005,20200610,8098
4138,曜亞         ,202005,20200609,78155
4139,馬光-KY      ,202005,20200608,59463
4147,中裕         ,202005,20200601,63864
4153,鈺緯         ,202005,20200610,70209
4154,樂威科-KY    ,202005,20200610,35942
4157,太景*-KY     ,202005,20200609,1773
4160,創源         ,202005,20200610,33310
4161,聿新科       ,202005,20200602,48238
4162,智擎         ,202005,20200604,54461
4163,鐿鈦         ,202005,20200605,136721
4167,松瑞藥       ,202005,20200605,156473
4168,醣聯         ,202005,20200610,26
4171,瑞基         ,202005,20200608,105128
4173,久裕         ,202005,20200609,96717
4174,浩鼎         ,202005,20200605,0
4175,杏一         ,202005,20200605,404384
4183,福永生技     ,202005,20200609,50364
4188,安克         ,202005,20200610,8705
4192,杏國         ,202005,20200609,504
4198,欣大健康     ,202005,20200610,9937
4205,中華食       ,202005,20200608,127063
4207,環泰         ,202005,20200608,288190
4303,信立         ,202005,20200610,21656
4304,勝昱         ,202005,20200610,29361
4305,世坤         ,202005,20200605,60232
4401,東隆興       ,202005,20200610,170085
4402,福大         ,202005,20200608,12921
4406,新昕纖       ,202005,20200605,15987
4413,飛寶企業     ,202005,20200610,35644
4416,三圓         ,202005,20200609,7635
4417,金洲         ,202005,20200610,231470
4419,元勝         ,202005,20200610,112
4420,光明         ,202005,20200605,27592
4429,聚紡         ,202005,20200608,54480
4430,耀億         ,202005,20200610,136009
4432,銘旺實       ,202005,20200610,113010
4433,興采         ,202005,20200610,167841
4502,健信         ,202005,20200610,80596
4503,金雨         ,202005,20200609,20246
4506,崇友         ,202005,20200609,375724
4510,高鋒         ,202005,20200610,148381
4513,福裕         ,202005,20200608,106406
4523,永彰         ,202005,20200610,53488
4527,方土霖       ,202005,20200608,239223
4528,江興鍛       ,202005,20200604,156563
4529,淳紳         ,202005,20200610,678
4530,宏易         ,202005,20200610,3730
4533,協易機       ,202005,20200609,247540
4534,慶騰         ,202005,20200610,78216
4535,至興         ,202005,20200610,130044
4538,大詠城       ,202005,20200610,23827
4541,晟田         ,202005,20200607,62202
4542,科嶠         ,202005,20200609,34929
4543,萬在         ,202005,20200610,43899
4549,桓達         ,202005,20200608,82844
4550,長佳         ,202005,20200610,97928
4554,橙的         ,202005,20200610,23254
4556,旭然         ,202005,20200610,48329
4561,健椿         ,202005,20200603,71693
4563,百德         ,202005,20200610,122054
4568,科際精密     ,202005,20200608,95360
4580,捷流閥業     ,202005,20200609,208812
4609,唐鋒         ,202005,20200610,15771
4702,中美實       ,202005,20200610,97089
4706,大恭         ,202005,20200609,63755
4707,磐亞         ,202005,20200609,64846
4711,永純         ,202005,20200608,25746
4712,南璋         ,202005,20200610,626
4714,永捷         ,202005,20200610,8724
4716,大立         ,202005,20200608,55610
4721,美琪瑪       ,202005,20200610,224687
4726,永昕         ,202005,20200610,47287
4728,雙美         ,202005,20200609,60478
4729,熒茂         ,202005,20200610,87751
4735,豪展         ,202005,20200604,84029
4736,泰博         ,202005,20200608,636328
4741,泓瀚         ,202005,20200609,15503
4743,合一         ,202005,20200602,2140
4744,皇將         ,202005,20200608,126252
4745,合富-KY      ,202005,20200608,314842
4747,強生         ,202005,20200610,28434
4754,國碳科       ,202005,20200610,43485
4760,勤凱         ,202005,20200608,104752
4767,誠泰科技     ,202005,20200610,70700
4804,大略-KY      ,202005,20200610,12057
4806,昇華         ,202005,20200610,0
4903,聯光通       ,202005,20200610,77766
4905,台聯電       ,202005,20200609,8991
4907,富宇         ,202005,20200608,4553
4908,前鼎         ,202005,20200610,78013
4909,新復興       ,202005,20200610,60837
4911,德英         ,202005,20200604,2524
4924,欣厚-KY      ,202005,20200610,44775
4931,新盛力       ,202005,20200608,105385
4933,友輝         ,202005,20200609,234849
4939,亞電         ,202005,20200605,96777
4944,兆遠         ,202005,20200610,24762
4945,陞達科技     ,202005,20200609,25706
4946,辣椒         ,202005,20200610,7800
4950,牧東         ,202005,20200610,5078
4953,緯軟         ,202005,20200609,414967
4966,譜瑞-KY      ,202005,20200603,1202992
4971,IET-KY       ,202005,20200609,55454
4972,湯石照明     ,202005,20200604,63763
4973,廣穎         ,202005,20200610,302572
4974,亞泰         ,202005,20200603,331330
4979,華星光       ,202005,20200608,111034
4987,科誠         ,202005,20200608,71064
4991,環宇-KY      ,202005,20200606,127901
4995,晶達         ,202005,20200608,82481
5009,榮剛         ,202005,20200609,658876
5011,久陽         ,202005,20200608,64807
5013,強新         ,202005,20200610,368557
5014,建錩         ,202005,20200610,1027062
5015,華祺         ,202005,20200605,140174
5016,松和         ,202005,20200610,176213
5102,富強         ,202005,20200610,34190
5201,凱衛         ,202005,20200609,27527
5202,力新         ,202005,20200610,12546
5205,中茂         ,202005,20200608,3598
5206,坤悅         ,202005,20200608,655834
5209,新鼎         ,202005,20200610,153944
5210,寶碩         ,202005,20200610,15301
5211,蒙恬         ,202005,20200605,14761
5212,凌網         ,202005,20200610,61412
5213,亞昕         ,202005,20200610,237906
5220,萬達光電     ,202005,20200609,103272
5223,安力-KY      ,202005,20200608,180464
5227,立凱-KY      ,202005,20200610,1266
5230,雷笛克光學   ,202005,20200605,80581
5236,凌陽創新     ,202005,20200605,139699
5245,智晶         ,202005,20200609,126396
5251,天鉞電       ,202005,20200610,17534
5263,智崴         ,202005,20200610,75099
5272,笙科         ,202005,20200610,33785
5274,信驊         ,202005,20200605,302414
5276,達輝-KY      ,202005,20200605,18255
5278,尚凡         ,202005,20200610,81813
5281,大峽谷-KY    ,202005,20200609,67513
5287,數字         ,202005,20200610,129293
5289,宜鼎         ,202005,20200604,623825
5291,邑昇         ,202005,20200610,94350
5299,杰力         ,202005,20200605,188372
5301,寶得利       ,202005,20200610,3261
5302,太欣         ,202005,20200610,2124
5309,系統電       ,202005,20200608,70570
5310,天剛         ,202005,20200610,5180
5312,寶島科       ,202005,20200605,223975
5314,世紀         ,202005,20200609,2402
5315,光聯         ,202005,20200601,132631
5321,美而快       ,202005,20200610,173138
5324,士開         ,202005,20200610,19860
5328,華容         ,202005,20200610,71308
5340,建榮         ,202005,20200609,114310
5344,立衛         ,202005,20200605,25401
5345,天揚         ,202005,20200604,969
5347,世界         ,202005,20200609,2770518
5348,系通         ,202005,20200608,5099
5351,鈺創         ,202005,20200609,309926
5353,台林         ,202005,20200610,104535
5355,佳總         ,202005,20200610,47255
5356,協益         ,202005,20200609,290576
5364,力麗店       ,202005,20200610,18750
5371,中光電       ,202005,20200609,3561955
5381,合正         ,202005,20200610,24557
5383,金利         ,202005,20200605,94774
5386,青雲         ,202005,20200604,159477
5392,能率         ,202005,20200610,805596
5398,慕康生醫     ,202005,20200608,26234
5403,中菲         ,202005,20200608,155251
5410,國眾         ,202005,20200609,299602
5425,台半         ,202005,20200608,726585
5426,振發         ,202005,20200608,170766
5432,新門         ,202005,20200604,5932
5438,東友         ,202005,20200609,78145
5439,高技         ,202005,20200610,231553
5443,均豪         ,202005,20200610,231881
5450,南良         ,202005,20200610,233179
5452,佶優         ,202005,20200609,339091
5455,昇益         ,202005,20200610,157
5457,宣德         ,202005,20200610,1063671
5460,同協         ,202005,20200609,52631
5464,霖宏         ,202005,20200608,41981
5465,富驊         ,202005,20200609,455951
5468,凱鈺         ,202005,20200610,13228
5474,聰泰         ,202005,20200610,212134
5475,德宏         ,202005,20200609,27322
5478,智冠         ,202005,20200610,606255
5481,新華         ,202005,20200608,8085
5483,中美晶       ,202005,20200608,4683183
5487,通泰         ,202005,20200609,43323
5488,松普         ,202005,20200609,90453
5489,彩富         ,202005,20200609,101242
5490,同亨         ,202005,20200602,128398
5493,三聯         ,202005,20200609,220870
5498,凱崴         ,202005,20200610,100128
5508,永信建       ,202005,20200602,120561
5511,德昌         ,202005,20200610,553781
5512,力麒         ,202005,20200610,771622
5514,三豐         ,202005,20200608,573
5516,雙喜         ,202005,20200609,68886
5520,力泰         ,202005,20200608,243471
5523,豐謙         ,202005,20200610,6665
5529,鉅陞         ,202005,20200610,7123
5530,龍巖         ,202005,20200608,234044
5536,聖暉         ,202005,20200609,1074567
5543,桓鼎-KY      ,202005,20200608,65012
5601,台聯櫃       ,202005,20200604,6699
5603,陸海         ,202005,20200609,122661
5604,中連         ,202005,20200608,10402
5609,中菲行       ,202005,20200608,2715551
5701,劍湖山       ,202005,20200610,13065
5703,亞都         ,202005,20200609,20738
5704,老爺知       ,202005,20200605,23032
5820,日盛金       ,202005,20200608,754516
5864,致和證       ,202005,20200605,162719
5878,台名         ,202005,20200610,60534
5902,德記         ,202005,20200610,97915
5903,全家         ,202005,20200609,7312994
5904,寶雅         ,202005,20200610,1320104
5905,南仁湖       ,202005,20200610,65485
6015,宏遠證       ,202005,20200605,124561
6016,康和證       ,202005,20200610,253778
6020,大展證       ,202005,20200608,27913
6021,美好證       ,202005,20200608,53572
6023,元大期       ,202005,20200609,254094
6026,福邦證       ,202005,20200610,192562
6101,寬魚國際     ,202005,20200608,2480
6103,合邦         ,202005,20200605,605
6104,創惟         ,202005,20200609,232910
6109,亞元         ,202005,20200609,73000
6111,大宇資       ,202005,20200610,25201
6113,亞矽         ,202005,20200610,94843
6114,久威         ,202005,20200609,170833
6118,建達         ,202005,20200610,707579
6121,新普         ,202005,20200604,6540637
6122,擎邦         ,202005,20200610,149202
6123,上奇         ,202005,20200608,314053
6124,業強         ,202005,20200605,259829
6125,廣運         ,202005,20200604,338933
6126,信音         ,202005,20200608,348907
6127,九豪         ,202005,20200605,83883
6129,普誠         ,202005,20200604,76940
6130,星寶國際     ,202005,20200610,15656
6134,萬旭         ,202005,20200608,117213
6138,茂達         ,202005,20200605,432886
6140,訊達         ,202005,20200610,324332
6143,振曜         ,202005,20200608,531307
6144,得利影       ,202005,20200609,19140
6146,耕興         ,202005,20200603,300233
6147,頎邦         ,202005,20200609,1612811
6148,驊宏資       ,202005,20200609,41062
6150,撼訊         ,202005,20200608,233388
6151,晉倫         ,202005,20200609,145600
6154,順發         ,202005,20200609,333635
6156,松上         ,202005,20200610,366711
6158,禾昌         ,202005,20200608,168283
6160,欣技         ,202005,20200610,53763
6161,捷波         ,202005,20200604,95568
6163,華電網       ,202005,20200610,266153
6167,久正         ,202005,20200609,136535
6169,昱泉         ,202005,20200610,17723
6170,統振         ,202005,20200608,281185
6171,大城地產     ,202005,20200602,19
6173,信昌電       ,202005,20200605,464838
6174,安碁         ,202005,20200609,37298
6175,立敦         ,202005,20200608,292741
6179,亞通         ,202005,20200610,190542
6180,橘子         ,202005,20200609,944186
6182,合晶         ,202005,20200608,631059
6185,幃翔         ,202005,20200608,72957
6186,新潤         ,202005,20200610,15409
6187,萬潤         ,202005,20200608,130034
6188,廣明         ,202005,20200610,855356
6190,萬泰科       ,202005,20200608,276734
6194,育富         ,202005,20200605,139144
6195,詩肯         ,202005,20200609,133695
6198,凌泰         ,202005,20200605,501
6199,天品         ,202005,20200608,2276
6203,海韻電       ,202005,20200610,296649
6204,艾華         ,202005,20200608,45382
6207,雷科         ,202005,20200609,106093
6208,日揚         ,202005,20200605,215177
6210,慶生         ,202005,20200610,70550
6212,理銘         ,202005,20200608,484
6217,中探針       ,202005,20200605,179096
6218,豪勉         ,202005,20200604,52069
6219,富旺         ,202005,20200610,103336
6220,岳豐         ,202005,20200610,992384
6221,晉泰         ,202005,20200605,291910
6222,上揚         ,202005,20200610,57567
6223,旺矽         ,202005,20200609,507119
6227,茂綸         ,202005,20200610,712418
6228,全譜         ,202005,20200608,7564
6229,研通         ,202005,20200610,164413
6231,系微         ,202005,20200605,95571
6233,旺玖         ,202005,20200605,30638
6234,高僑         ,202005,20200608,68703
6236,康呈         ,202005,20200610,3627
6237,驊訊         ,202005,20200605,51214
6240,松崗         ,202005,20200610,1126
6241,易通展       ,202005,20200609,22924
6242,立康         ,202005,20200608,18478
6244,茂迪         ,202005,20200605,341988
6245,立端         ,202005,20200610,545106
6246,臺龍         ,202005,20200608,108869
6247,淇譽電       ,202005,20200609,35474
6248,沛波         ,202005,20200609,264548
6259,百徽         ,202005,20200608,19637
6261,久元         ,202005,20200609,275914
6263,普萊德       ,202005,20200608,90890
6264,富裔         ,202005,20200610,9825
6265,方土昶       ,202005,20200610,66250
6266,泰詠         ,202005,20200608,110431
6270,倍微         ,202005,20200608,321464
6274,台燿         ,202005,20200605,1752589
6275,元山         ,202005,20200610,328807
6276,安鈦克       ,202005,20200610,147884
6279,胡連         ,202005,20200608,228988
6284,佳邦         ,202005,20200605,409163
6287,元隆         ,202005,20200610,101599
6290,良維         ,202005,20200610,550079
6291,沛亨         ,202005,20200608,17615
6292,迅德         ,202005,20200610,53304
6294,智基         ,202005,20200608,82920
6404,通訊-KY      ,202005,20200610,7919
6411,晶焱         ,202005,20200610,215411
6417,韋僑         ,202005,20200609,81628
6418,詠昇         ,202005,20200608,81377
6419,京晨科       ,202005,20200610,18268
6425,易發         ,202005,20200610,100755
6432,今展科       ,202005,20200605,90186
6435,大中         ,202005,20200605,196227
6441,廣錠         ,202005,20200610,80719
6446,藥華藥       ,202005,20200604,83456
6457,紘康         ,202005,20200608,117802
6461,益得         ,202005,20200610,1369
6462,神盾         ,202005,20200608,504231
6465,威潤         ,202005,20200609,36416
6469,大樹         ,202005,20200610,664379
6470,宇智         ,202005,20200608,190264
6472,保瑞         ,202005,20200609,124188
6482,弘煜科       ,202005,20200610,5479
6485,點序         ,202005,20200609,42010
6486,互動         ,202005,20200608,145882
6488,環球晶       ,202005,20200608,4332757
6492,生華科       ,202005,20200601,50
6494,九齊         ,202005,20200604,85241
6496,科懋         ,202005,20200609,126307
6499,益安         ,202005,20200609,47372
6506,雙邦         ,202005,20200609,137654
6508,惠光         ,202005,20200610,181311
6509,聚和         ,202005,20200608,284979
6510,精測         ,202005,20200603,353201
6512,啟發電       ,202005,20200610,14456
6514,芮特-KY      ,202005,20200606,85097
6516,勤崴國際     ,202005,20200609,17171
6523,達爾膚       ,202005,20200608,40116
6527,明達醫       ,202005,20200605,19781
6530,創威         ,202005,20200609,23040
6532,瑞耘         ,202005,20200605,57201
6535,順藥         ,202005,20200608,31
6538,倉和         ,202005,20200609,156063
6542,隆中         ,202005,20200610,55196
6547,高端疫苗     ,202005,20200610,183
6548,長科*        ,202005,20200604,833005
6556,勝品         ,202005,20200602,117628
6560,欣普羅       ,202005,20200610,35618
6561,是方         ,202005,20200604,208072
6568,宏觀         ,202005,20200601,47845
6569,醫揚         ,202005,20200608,101210
6570,維田         ,202005,20200609,41476
6574,霈方         ,202005,20200605,70635
6576,逸達         ,202005,20200609,0
6577,勁豐         ,202005,20200605,154672
6578,達邦蛋白     ,202005,20200610,47023
6588,東典光電     ,202005,20200605,32778
6589,台康生技     ,202005,20200610,57030
6590,普鴻         ,202005,20200605,30616
6593,台灣銘板     ,202005,20200609,40418
6594,展匯科       ,202005,20200605,33680
6596,寬宏藝術     ,202005,20200609,4731
6603,富強鑫       ,202005,20200608,183250
6609,瀧澤科       ,202005,20200610,228939
6612,奈米醫材     ,202005,20200609,29307
6613,朋億         ,202005,20200609,390155
6615,慧智         ,202005,20200609,41698
6616,特昇-KY      ,202005,20200610,54652
6624,萬年清       ,202005,20200610,7726
6629,泰金-KY      ,202005,20200605,83947
6640,均華         ,202005,20200610,53767
6642,富致         ,202005,20200608,32104
6643,M31          ,202005,20200604,80502
6649,台生材       ,202005,20200609,238
6651,全宇昕       ,202005,20200609,79114
6654,天正國際     ,202005,20200609,54968
6661,威健生技     ,202005,20200609,42474
6662,樂斯科       ,202005,20200609,20830
6664,群翊         ,202005,20200610,136544
6667,信紘科       ,202005,20200610,129456
6679,鈺太         ,202005,20200605,147348
6680,鑫創電子     ,202005,20200605,39646
6683,雍智科技     ,202005,20200605,103520
6684,安格         ,202005,20200609,27738
6690,安碁資訊     ,202005,20200605,58147
6693,廣閎科       ,202005,20200605,76356
6697,東捷資訊     ,202005,20200605,58248
6703,軒郁         ,202005,20200609,107158
6712,長聖         ,202005,20200604,2043
6716,應廣         ,202005,20200608,62510
6727,亞泰金屬     ,202005,20200610,151644
6728,上洋         ,202005,20200610,139663
6732,昇佳電子     ,202005,20200603,269574
6733,博晟生醫     ,202005,20200608,26
6741,91APP*-KY    ,202005,        ,65855
6747,亨泰光       ,202005,20200609,40797
6751,智聯服務     ,202005,20200605,70673
6752,叡揚         ,202005,20200609,81855
6761,穩得         ,202005,20200610,124597
6762,達亞         ,202005,20200604,44068
6767,台微醫       ,202005,20200610,6182
6788,華景電       ,202005,        ,41273
6803,崑鼎         ,202005,20200610,453206
7402,邑錡         ,202005,20200605,24338
7556,意德士       ,202005,20200609,32732
8024,佑華         ,202005,20200608,33040
8027,鈦昇         ,202005,20200605,223979
8032,光菱         ,202005,20200605,201321
8034,榮群         ,202005,20200610,21243
8038,長園科       ,202005,20200610,26605
8040,九暘         ,202005,20200608,55339
8042,金山電       ,202005,20200605,337738
8043,蜜望實       ,202005,20200608,373768
8044,網家         ,202005,20200610,3567310
8047,星雲         ,202005,20200610,35105
8048,德勝         ,202005,20200610,66863
8049,晶采         ,202005,20200608,179243
8050,廣積         ,202005,20200610,297038
8054,安國         ,202005,20200605,65915
8059,凱碩         ,202005,20200605,95117
8064,東捷         ,202005,20200609,352608
8066,來思達       ,202005,20200610,287559
8067,志旭         ,202005,20200608,26295
8068,全達         ,202005,20200610,155124
8069,元太         ,202005,20200608,1182853
8071,能率網通     ,202005,20200608,305412
8074,鉅橡         ,202005,20200608,88877
8076,伍豐         ,202005,20200610,181130
8077,洛碁         ,202005,20200610,15540
8080,永利聯合     ,202005,20200610,221
8083,瑞穎         ,202005,20200605,147137
8084,巨虹         ,202005,20200610,91308
8085,福華         ,202005,20200610,63361
8086,宏捷科       ,202005,20200602,279317
8087,華鎂鑫       ,202005,20200608,3557
8088,品安         ,202005,20200609,111116
8089,康全電訊     ,202005,20200609,248002
8091,翔名         ,202005,20200608,124084
8092,建暐         ,202005,20200610,13762
8093,保銳         ,202005,20200609,50743
8096,擎亞         ,202005,20200609,1701113
8097,常珵         ,202005,20200609,6101
8099,大世科       ,202005,20200608,327539
8107,大億金茂     ,202005,20200610,17170
8109,博大         ,202005,20200602,112102
8111,立碁         ,202005,20200608,76584
8121,越峰         ,202005,20200605,185030
8147,正淩         ,202005,20200610,77648
8155,博智         ,202005,20200609,284371
8171,天宇         ,202005,20200609,18909
8176,智捷         ,202005,20200610,41907
8182,加高         ,202005,20200610,238386
8183,精星         ,202005,20200608,256105
8234,新漢         ,202005,20200608,535340
8240,華宏         ,202005,20200608,822891
8255,朋程         ,202005,20200609,176041
8277,商丞         ,202005,20200608,43452
8279,生展         ,202005,20200609,120091
8284,三竹         ,202005,20200610,149528
8289,泰藝         ,202005,20200610,130375
8291,尚茂         ,202005,20200610,12433
8299,群聯         ,202005,20200605,3905092
8342,益張         ,202005,20200603,136592
8349,恒耀         ,202005,20200608,577360
8354,冠好         ,202005,20200605,57923
8358,金居         ,202005,20200605,502480
8383,千附         ,202005,20200608,268798
8390,金益鼎       ,202005,20200610,215561
8401,白紗科       ,202005,20200605,83510
8403,盛弘         ,202005,20200610,301643
8406,金可-KY      ,202005,20200608,539514
8409,商之器       ,202005,20200608,11003
8410,森田         ,202005,20200605,106120
8415,大國鋼       ,202005,20200610,1287084
8416,實威         ,202005,20200609,85656
8418,捷必勝-KY    ,202005,20200609,70693
8420,明揚         ,202005,20200609,65202
8421,旭源         ,202005,20200609,90537
8423,保綠-KY      ,202005,20200605,17408
8424,惠普         ,202005,20200608,70153
8426,紅木-KY      ,202005,20200609,39342
8431,匯鑽科       ,202005,20200609,70063
8432,東生華       ,202005,20200605,26597
8433,弘帆         ,202005,20200610,148526
8435,鉅邁         ,202005,20200609,62610
8436,大江         ,202005,20200605,726383
8437,大地-KY      ,202005,20200608,12432
8440,綠電         ,202005,20200604,53480
8444,綠河-KY      ,202005,20200610,221807
8446,華研         ,202005,20200605,88501
8450,霹靂         ,202005,20200610,38396
8455,大拓-KY      ,202005,20200610,104987
8472,夠麻吉       ,202005,20200609,39381
8476,台境         ,202005,20200610,35307
8477,創業家       ,202005,20200605,374634
8489,三貝德       ,202005,20200610,107581
8905,裕國         ,202005,20200610,181500
8906,花王         ,202005,20200610,9952
8908,欣雄         ,202005,20200610,483499
8916,光隆         ,202005,20200610,620633
8917,欣泰         ,202005,20200610,183408
8921,沈氏         ,202005,20200610,45683
8923,時報         ,202005,20200610,31422
8924,大田         ,202005,20200610,246646
8927,北基         ,202005,20200610,303873
8928,鉅明         ,202005,20200608,141556
8929,富堡         ,202005,20200609,136332
8930,青鋼         ,202005,20200608,65483
8931,大汽電       ,202005,20200609,155267
8932,宏大         ,202005,20200610,90857
8933,愛地雅       ,202005,20200610,396966
8935,邦泰         ,202005,20200609,81797
8936,國統         ,202005,20200610,335596
8937,合騏         ,202005,20200608,21415
8938,明安         ,202005,20200609,561736
8941,關中         ,202005,20200608,290727
8942,森鉅         ,202005,20200603,112630
9949,琉園         ,202005,20200610,15188
9950,萬國通       ,202005,20200610,24894
9951,皇田         ,202005,20200608,286553
9960,邁達康       ,202005,20200609,38995
9962,有益         ,202005,20200605,257333
116,日盛證券     ,202005,20200609,457698
930,華南永昌證券 ,202005,20200604,261351
960,富邦證券     ,202005,20200609,970705
0009A0 ,永豐金證券   ,202005,20200608,894015
1333,恩得利       ,202005,20200608,35923
2928,紅馬-KY      ,202005,20200610,354687
3144,新揚科       ,202005,20200605,187201
4152,台微體       ,202005,20200610,6357
4803,VHQ-KY       ,202005,20200610,87239
5304,鼎創達       ,202005,20200609,152379
5349,先豐         ,202005,20200605,505999
5850,日盛銀行     ,202005,20200608,301432
6008,凱基證       ,202005,20200610,1698442
6238,勝麗         ,202005,20200608,220129
6497,亞獅康-KY    ,202005,20200610,0
8934,衡平         ,202005,20200610,9385
1342,八貫         ,202006,20200707,129415
1597,直得         ,202006,20200708,132301
1752,南光         ,202006,20200710,131564
2211,長榮鋼       ,202006,20200710,733942
2241,艾姆勒       ,202006,20200703,58737
2247,汎德永業     ,202006,20200710,3319630
2753,八方雲集     ,202006,20200710,413309
2945,三商家購     ,202006,20200709,1123326
3092,鴻碩         ,202006,20200709,214782
3138,耀登         ,202006,20200710,104533
3592,瑞鼎         ,202006,20200708,1004723
4440,宜新實業     ,202006,20200707,74983
4770,上品         ,202006,20200710,240350
5222,全訊         ,202006,20200703,27259
5244,弘凱         ,202006,20200707,78876
5306,桂盟         ,202006,20200710,525082
6426,統新         ,202006,20200710,70906
6438,迅得         ,202006,20200710,262153
6515,穎崴         ,202006,20200706,257634
6691,洋基工程     ,202006,20200709,464508
6719,力智         ,202006,20200707,307163
6743,安普新       ,202006,20200706,461724
6754,匯僑設計     ,202006,20200710,265544
6756,威鋒電子     ,202006,20200702,172738
6770,力積電       ,202006,        ,3757523
6776,展碁國際     ,202006,20200707,1414087
6790,永豐實       ,202006,        ,773790
6792,詠業         ,202006,        ,91943
6806,森崴能源     ,202006,        ,14141
1240,茂生農經     ,202006,20200710,178840
1258,其祥-KY      ,202006,20200710,219322
1259,安心         ,202006,20200709,481241
1264,德麥         ,202006,20200707,338596
1268,漢來美食     ,202006,20200708,267833
1336,台翰         ,202006,20200707,149217
1565,精華         ,202006,20200707,400431
1569,濱川         ,202006,20200707,412449
1570,力肯         ,202006,20200710,48456
1580,新麥         ,202006,20200708,287570
1584,精剛         ,202006,20200709,52501
1586,和勤         ,202006,20200702,156280
1591,駿吉-KY      ,202006,20200710,64575
1593,祺驊         ,202006,20200708,66610
1595,川寶         ,202006,20200707,142460
1599,宏佳騰       ,202006,20200710,140180
1742,台蠟         ,202006,20200709,14441
1777,生泰         ,202006,20200706,95682
1781,合世         ,202006,20200709,83300
1784,訊聯         ,202006,20200710,63274
1785,光洋科       ,202006,20200710,1956409
1788,杏昌         ,202006,20200709,312611
1796,金穎生技     ,202006,20200708,28283
1799,易威         ,202006,20200710,4889
1813,寶利徠       ,202006,20200710,27845
1815,富喬         ,202006,20200709,208193
2035,唐榮         ,202006,20200708,992866
2061,風青         ,202006,20200709,58489
2063,世鎧         ,202006,20200706,71360
2064,晉椿         ,202006,20200709,102990
2065,世豐         ,202006,20200707,154566
2066,世德         ,202006,20200710,152164
2067,嘉鋼         ,202006,20200710,51098
2070,精湛         ,202006,20200709,36327
2221,大甲         ,202006,20200710,86648
2230,泰茂         ,202006,20200710,38624
2235,謚源         ,202006,20200707,30034
2596,綠意         ,202006,20200710,77432
2640,大車隊       ,202006,20200710,163014
2641,正德         ,202006,20200709,63943
2643,捷迅         ,202006,20200710,285056
2718,晶悅         ,202006,20200709,2730
2719,燦星旅       ,202006,20200709,7149
2724,富驛-KY      ,202006,20200710,13785
2726,雅茗-KY      ,202006,20200709,128953
2729,瓦城         ,202006,20200710,392341
2732,六角         ,202006,20200708,377307
2734,易飛網       ,202006,20200709,37152
2736,富野         ,202006,20200710,43059
2740,天蔥         ,202006,20200710,14569
2743,山富         ,202006,20200707,11837
2745,五福         ,202006,20200710,7017
2752,豆府         ,202006,20200710,152587
2754,亞洲藏壽司   ,202006,20200710,188923
2755,揚秦         ,202006,20200709,122675
2756,聯發國際     ,202006,        ,56197
2916,滿心         ,202006,20200708,123870
2924,東凌-KY      ,202006,20200709,23926
2926,誠品生活     ,202006,20200710,359200
2937,集雅社       ,202006,20200709,185800
2947,振宇五金     ,202006,        ,133950
3064,泰偉         ,202006,20200710,33231
3066,李洲         ,202006,20200703,24851
3067,全域         ,202006,20200710,4742
3071,協禧         ,202006,20200710,213559
3073,天方能源     ,202006,20200708,5968
3078,僑威         ,202006,20200706,650452
3081,聯亞         ,202006,20200703,186000
3083,網龍         ,202006,20200710,37661
3085,新零售       ,202006,20200710,6087
3086,華義         ,202006,20200710,9313
3088,艾訊         ,202006,20200707,426006
3089,億杰         ,202006,20200707,31522
3093,港建         ,202006,20200708,108914
3095,及成         ,202006,20200708,31028
3105,穩懋         ,202006,20200706,2003367
3114,好德         ,202006,20200708,254967
3115,寶島極       ,202006,20200710,29168
3118,進階         ,202006,20200709,53579
3122,笙泉         ,202006,20200710,37671
3128,昇銳         ,202006,20200710,60903
3131,弘塑         ,202006,20200709,241676
3141,晶宏         ,202006,20200703,95603
3147,大綜         ,202006,20200710,197489
3152,璟德         ,202006,20200706,176973
3162,精確         ,202006,20200710,34955
3163,波若威       ,202006,20200708,304916
3169,亞信         ,202006,20200707,63346
3171,新洲         ,202006,20200710,129165
3176,基亞         ,202006,20200710,50824
3178,公準         ,202006,20200709,109114
3188,鑫龍騰       ,202006,20200707,41452
3191,和進         ,202006,20200710,26540
3202,樺晟         ,202006,20200710,383731
3205,佰研         ,202006,20200710,44373
3206,志豐         ,202006,20200707,198750
3207,耀勝         ,202006,20200710,73196
3211,順達         ,202006,20200706,1818649
